conversation_id,conv_indx,tweetId,content,userId
1027648846090960896,11,1027651547298189312,@Courtney_itfc Agree tbh.,2576077384
1027648846090960896,12,1027651726743150593,@Courtney_itfc I just think we should try loan in a solid left winger aswell,2576077384
1027648846090960896,13,1027652317900926981,@Courtney_itfc @LxDzn Hurst will encourage that,490761986
1027648846090960896,14,1027651825548316673,@LxDzn That Fulham guy can play there I think,2650475530
1027648846090960896,15,1027652084018151424,@Courtney_itfc I mean im not sure but i trust hurst will do whats best for the team and i reckon we will play some solid football this season and get mid table but we just need to get in a good loan striker and another cb,2576077384
1027648846090960896,17,1027652743970910209,@Courtney_itfc Like we should try and loan a solid premiership player or something because garner and waghorn where our best players last season and we would need a solid replacement,2576077384
1027648846090960896,18,1027652870643044355,"@LxDzn Yeah we deffo do, not sure who we’d bring in though",2650475530
1027648846090960896,19,1027653078949023744,@Courtney_itfc Me neither but i just want a good solid championship or decent premier league player.,2576077384
1027648624115818497,0,1027648624115818497,"Anyway footie season starts back tomorrow cant wait. #PremierLeague #ManUtd #football #ggmu #unitedtillidie 
@ManUtd @FAB_DUA_LFC_18",31437483
1027648624115818497,1,1027648961421697025,@FAB_DUA_LFC_18 @ManUtd Ah sorry to hear that bud,31437483
1027648624115818497,2,1027649347717156866,@FAB_DUA_LFC_18 Here if u wanna talk just dm,31437483
1027648624115818497,3,1027650343054831617,@FAB_DUA_LFC_18 Still here x,31437483
1027648624115818497,4,1027654664697929729,@FAB_DUA_LFC_18 Dm me its private then,31437483
1027648536609992707,0,1027648536609992707,2018/19 season predictions! #PremierLeaguePrediction #PremierLeague #efl https://t.co/gBv8b568KW,2569533268
1027648536609992707,1,1027835563888525312,@jades99_js Spurs above united lol😅,899007773094162432
1027648447858401285,0,1027648447858401285,"Fulham become the first club promoted to the Premier League to spend over 100 million in the transfer window, 12 players! @RadioTABAus madness!",262389370
1027648447858401285,1,1027731549406388224,@49arsenal @RadioTABAus Pity they didn’t spend a bit more covering the seats ☔️,33877546
1027648447858401285,2,1027735449442213888,@mowen_999 @RadioTABAus Let's not be negative this close to the start of the new season!,262389370
1027648432138321920,1,1027648774125117445,@Futbool_Fotos Liverpool,2345110169
1027648432138321920,2,1027648922544680961,@Miguepuntocom @Futbool_Fotos Wes ham bro,245176511
1027648432138321920,3,1027652087826604039,"@Futbool_Fotos Chelsea, everton, liverpool y West ham",520809932
1027648432138321920,4,1027656814744219649,@Futbool_Fotos arsenal,599436790
1027648432138321920,6,1027670095290671104,@Futbool_Fotos West Ham United,228089606
1027648432138321920,10,1027907035965349890,@Futbool_Fotos Liverpool y Tottenham,813485653212143616
1027648235836514308,0,1027648235836514308,"Reminder...
Join The Squad - Fantasy Premier League private league. https://t.co/TE1dLi0Md8",92898502
1027648235836514308,1,1027648979889217536,League Code 40481-358655,92898502
1027648209127190529,0,1027648209127190529,"We have to talk about Tottenham's transfer window... 

Spurs are the first Premier League team to make no signings since the summer window's introduction in 2003. 😳 https://t.co/FEQS3Qm1XY",119593082
1027648209127190529,1,1027648602494181376,@FOXSoccer It’s because they know they don’t need it 😎,4860619535
1027648209127190529,2,1027648615660118021,@FOXSoccer COYS,1225570734
1027648209127190529,3,1027648746279067650,@FOXSoccer wow Liverpool.  Staggering.,1092390924
1027648209127190529,4,1027649357045215232,@jondoeski @FOXSoccer Thats only because Pep did most of his spending last summer. A cool $220 million I believe?,423884544
1027648209127190529,5,1027648797734842369,@FOXSoccer @jliff_  must be tough being a spurs fan ;),224879904
1027648209127190529,7,1027649009706360833,@FOXSoccer Not sure how you lot got to 96 million... https://t.co/Mfm8PAnDkS,2492185507
1027648209127190529,8,1027649476402376704,@ffs_Nigel @FOXSoccer 96 million in US dollars (converted from pounds),28484681
1027648209127190529,9,1027649660012449792,"@FOXSoccer Make sure you save this transfe chat, because very soon one manager called Jose Mourinho will be saying he didn't spend in the summer. United spent morethan City, Arsenal and the shittty Spurs #RecordIsGood",732652033
1027648209127190529,10,1027649896013344768,@FOXSoccer We get it...,4126132994
1027648209127190529,11,1027649934500261888,"@FOXSoccer Tottenham really needed a new striker, a defender, and a better backup goalkeeper.",529110168
1027648209127190529,13,1027650385928957952,"@FOXSoccer That new stadium was pretty expensive, and I bet the ticket price jumped too",906510440485847040
1027648209127190529,14,1027651633919021059,@FOXSoccer Yea but they really put the pressure on.,573880809
1027648209127190529,15,1027653284276916224,@FOXSoccer Scary because they still look a better side then my arsenal!!😭😭😭,280701867
1027648209127190529,16,1027663356889427968,@albersbrian4 @FOXSoccer We both wont be winning any trophies this season so its ok 😭😭💀💀,3188814157
1027648209127190529,17,1027662447375671297,@FOXSoccer @AnastasiaHLC hahahaha you guys fuckin suck!!,1266084162
1027648209127190529,18,1027663269132005376,"@justsosikk @FOXSoccer We didn’t buy or sell, we good lol",34518675
1027648209127190529,19,1027663008820948992,@FOXSoccer Smh when will they finally decide to go after someone big 🤦🏻‍♂️,3188814157
1027648209127190529,20,1027663065565810688,"@FOXSoccer On the other hand, when it comes to assessing their FFP finances: https://t.co/AH7hVpSqQs",73154445
1027648209127190529,21,1027666726715117568,@FOXSoccer That's weird... They sure did buy a lot of people with the Bale money after they sold him to Real 🤔,481395865
1027648209127190529,22,1027671922702802944,@FOXSoccer Got to be one of the least eventful transfer windows in at least a decade,521898112
1027648209127190529,24,1027722670459117568,@FOXSoccer Man U spent that much with no vital changes... wow,759777548167438336
1027648209127190529,25,1027777292314062848,@FOXSoccer Watch them win and then come back to this statistic at the end of the season,1295879016
1027648209127190529,26,1027933421522153472,@FOXSoccer No need spurs winning premier league with squad,2316040416
1027648209127190529,27,1030707709300154368,"@FOXSoccer @BB_Hunt86 @FOXSoccer, @BB_Hunt86 wants you to know how hilarious this is! He’s state champ in soccer, well he was a goalie (you know how that is). Please give him a shout out.",1045776174
1027648209127190529,28,1027649726458540033,"@JKnoff21 @FOXSoccer yea and when your squad only lost 1 game, probably not much need to change it",1092390924
1027648209127190529,29,1027650330765479938,@jondoeski @FOXSoccer You just pay a cool $60 mill for Mahrez to replace the $53 mill Sterling. Lol,423884544
1027648209127190529,30,1027650008869298176,@freelancehack @FOXSoccer Yeah I realized as I tweeted lmao 👍,2492185507
1027648209127190529,31,1027650510260592640,@ffs_Nigel @FOXSoccer How the heck do you have 34 browser windows open???????,17180651
1027648209127190529,32,1027651410660192256,@DP_all_day @FOXSoccer Whenever I open the app I instictually open a new tab issa struggle,2492185507
1027648209127190529,33,1027663510421962752,@AnastasiaHLC @FOXSoccer Being content is not good lol,1266084162
1027648209127190529,34,1027663298056019969,@FOXSoccer @AnastasiaHLC @AnastasiaHLC y’all don’t want to get better?? 😂😂,1266084162
1027648209127190529,35,1027650836460195840,@JKnoff21 @FOXSoccer when your oil rich and supported by the saudi gov't,1092390924
1027648179452473344,0,1027648179452473344,"Young Polish Goalkeeper Jakub Stolarczyk has travelled with the Leicester City squad to Manchester, for tomorrow's Premier League opener against Manchester United. @LaczyNasPilka",22749750
1027648179452473344,1,1027649012277669888,"Doesn't necessarily mean he will be in the squad for the game, but it'll be good experience for the youngster.",22749750
1027648179452473344,2,1027671766838259712,"Young Kuba does an excellent rendition of Ben E King's ""Stand By Me"" as his first team squad initiation, though!! 😂😂",22749750
1027647892520091650,0,1027647892520091650,"*NEW* 2018-19 Premier League: Tactical Queries 
I analyse potential tactical trends that could occur in the Premier League this season, as well as who did well in the transfer market.
https://t.co/syTbX1Wipg https://t.co/Icj6DBw1Po",2863039776
1027647892520091650,1,1027648277951520771,Thank you to readers who sent in questions; @AttackingCB @centremdfield @GriffinAnalysis @emacsport @marceloholic @Inceptionnist,2863039776
1027647892520091650,2,1027650228210597888,"If I missed your questions, I do apologise. Nevertheless, RTs, likes and feedback are much appreciated. Where could I add to in my preview?",2863039776
1027647892520091650,3,1027653697235501067,"@emacsport @AttackingCB @centremdfield @GriffinAnalysis @marceloholic @Inceptionnist Thank you, that is much appreciated.",2863039776
1027647852338733056,0,1027647852338733056,What Premier League team has done the best business this summer then?,3353649376
1027647852338733056,1,1027649106536288256,@DictateTheGame Spurs,1026477667061821440
1027647852338733056,2,1027649843047608325,"@LowerLeagueBase Hahahah! Surely as a Spurs fan you’d be annoyed with the business, or should I say lack of",3353649376
1027647773611646976,0,1027647773611646976,Sincere apologies on behalf of the Everton fans to the sky/talk sport pundits for sacking Sam Alladyce and assembling a premier league winning squad,221484848
1027647773611646976,1,1027650677571497984,@ptownjones All that baby milk going straight to your head. Sure I heard this rabble from you lot last season,47358184
1027647773611646976,2,1027654195351113729,"@GB__89 Don’t fight the truth mate 😉
She you in March",221484848
1027647606078496768,0,1027647606078496768,"In percentage terms, #premierleague net transfer spend is taking a bigger share of total revenue. https://t.co/JIPU8FtYKS",769972489048981504
1027647606078496768,1,1027648182292029445,"@vysyble some clubs aren't pulling their financial weight, they are not putting enough into the show",4821504197
1027647606078496768,2,1027655762737340417,@vysyble @talkLATCH Completely irrelevant analysis,627483314
1027647606078496768,3,1027656235733143552,@rdw4591 @vysyble How so?,41201149
1027647606078496768,4,1027656594966884353,@talkLATCH @vysyble It adds nothing in terms of financial insight.,627483314
1027647606078496768,5,1027656421234667521,@rdw4591 @vysyble I’d say it’s indicative of the air finally coming out of the PL.,41201149
1027647606078496768,6,1027656682418135040,@talkLATCH @vysyble How so?,627483314
1027647606078496768,7,1027656534875140096,@rdw4591 @vysyble They do lots of analysis around this. Readnup if you. Can be bothered. But to dismiss it as irrelevant is ludicrous.,41201149
1027647606078496768,8,1027657268903530499,"@talkLATCH @vysyble Ok let me give you an analogy.
If house prices are outstripping earnings does that mean the air is coming out of the housing market? No it means that the people buying the product are prepared to pay a higher price. If the prices collapse THEN the market has overheated.",627483314
1027647606078496768,9,1027656927034126339,@rdw4591 @vysyble Because it’s only going to get worse with the domestic TV deal having reduced and clubs showing little sign of slowing their spending.,41201149
1027647606078496768,10,1027658306855337984,"@talkLATCH @vysyble We’re a bit out of synch with replies.
Net spend is only a measure of cash required to pay for the players that the clubs must find on top of sales receipts. That can be found either by normal trading activities or by raising investment/debt like a normal company.",627483314
1027647606078496768,11,1027657888951615489,"@rdw4591 @vysyble They are two different markets. Whyte not the same. It does, however, mean it’s overinflated and will eventually burst.",41201149
1027647606078496768,12,1027659198354608128,@talkLATCH @vysyble But the economic principles of supply and demand are universal. As the market overheats the price of players will fall unless other sources of funding are available. The real problem is inflation in wage bills which must be funded from operating activities to be sustainable.,627483314
1027647606078496768,13,1027659455511650305,@rdw4591 @talkLATCH Take our data as a warning sign just as you would with the offer of a 5 x salary 100% interest-only mortgage.,769972489048981504
1027647606078496768,14,1027660337959641088,"@vysyble @talkLATCH Sort of. But as the housing market overheated, prices fell and the market corrected itself. 
Why wouldn’t the same apply in football? In fact it could correct even more quickly as the clubs would have to move to recruiting lower cost players.",627483314
1027647606078496768,15,1027660504167264257,@vysyble @talkLATCH ...and no-one is left with negative equity.,627483314
1027647606078496768,16,1027661227663745024,"@rdw4591 @talkLATCH Yes, transfer values may fall. However, wages are contractually determined so clubs are still caught with high wage costs until contract expires or player is offloaded - football cash crunch.",769972489048981504
1027647606078496768,17,1027662005522575360,"@vysyble @talkLATCH And that was my point earlier and the reason for my rude comment (apologies)
Its not transfer values that are the financial danger to clubs, it is the escalating wage costs. The FFP rules on wage growth are sort of ok BUT there are enough loopholes to enable the risk to grow.",627483314
1027647606078496768,18,1027662970984247298,@rdw4591 @vysyble The more money they spend on transfers as a percentage of revenue the more wages become a risk.,41201149
1027647606078496768,19,1027663822075641856,"@talkLATCH @vysyble Not sure I see the connection. 
Transfers are cash transactions. EBITDA which is a proxy measure for cash in accounts doesnt take into account player depreciation and so as I understand it the cash generating ability of a club isn’t restricted by player costs",627483314
1027647606078496768,20,1027663966502309888,@rdw4591 @vysyble @talkLATCH Need to come up with salary cap system to equalize it out.  Players and agents will hate it but there needs to be a cap of some sort on how much any one team can spend on wages.,21119270
1027647606078496768,21,1027664823339900929,@dcinwashington @vysyble @talkLATCH There is one in the EPL FFP rules but it is easy to crash through it by “creating” more commercial income by sponsorship for example - so Dubai decide to double sponsorship money going into their club its sort of ok.,627483314
1027647606078496768,22,1027664043996323840,@talkLATCH @vysyble *Sorry I should have said transfer costs (plainly it is affected by wage costs),627483314
1027647606078496768,23,1027664383495876608,@talkLATCH @rdw4591 Net transfer spend inflation is 111% vs revenue inflation of 50.6% based on our revenue estimates for 17-19. So net transfer spend is rising twice as fast as revenue.,769972489048981504
1027647606078496768,24,1027665683864334337,"@vysyble @talkLATCH Tweet on other thread
“Not sure I see the connection
Transfers are cash transactions. EBITDA is a proxy measure for cash in accounts doesnt take into account player depreciation and so as I understand it the cash generating ability of a club isn’t restricted by transfer costs",627483314
1027647606078496768,25,1027665085299339269,@rdw4591 @vysyble @talkLATCH But if you have a hard salary cap they couldn’t do that. 😂,21119270
1027647606078496768,26,1027665384810405890,@dcinwashington @rdw4591 @vysyble That’s what the Euro Super League would do.,41201149
1027647606078496768,27,1027665698384998400,@talkLATCH @rdw4591 @vysyble Right but the problem with that is the no relegation/promotion.  That’s one USA concept you don’t want.  Would mean the 🍒 would never be in the top league.,21119270
1027647606078496768,28,1027665285568970752,@dcinwashington @vysyble @talkLATCH And that my friend requires everyone to agree - including those who benefit from it most,627483314
1027647606078496768,29,1027665373099896832,@rdw4591 @vysyble @talkLATCH Yep.  Agents will hate it 😂,21119270
1027647606078496768,30,1027665825103261701,@dcinwashington @talkLATCH @vysyble Absolutely,627483314
1027647606078496768,31,1027666168465813504,@talkLATCH @dcinwashington @vysyble It might but it would in the end be subject to the same market forces and risk issues - after that a global league and then....,627483314
1027647606078496768,32,1027666724974469121,@talkLATCH @dcinwashington @vysyble ...and my brain is starting to ache and I have a very good Rioja in front of me and I’m still a bit heady from spending some of Deadline Day afternoon in the presence of our Special One #utFciad,627483314
1027647606078496768,33,1027667054684499970,@rdw4591 @talkLATCH @dcinwashington Worth reading our recent blog entry - 'American Dreams' - about how a Euro Super League might come about.  https://t.co/ApPZJL1ykI,769972489048981504
1027647606078496768,34,1027667530041704448,"@vysyble @talkLATCH @dcinwashington Thanks. I will but not right now - im into a rather nice Rioja!
I appreciate your time for the debate and again sorry for my rather rude initial comment",627483314
1027647606078496768,35,1027667792122847234,"@rdw4591 @talkLATCH @dcinwashington No problem, no need to apologise.",769972489048981504
1027647296039780353,0,1027647296039780353,The best feeling is when you hear that the English Premier League is starting tomorrow #GGMU #mufc,912024210146504704
1027647296039780353,1,1027647945192165377,@Desirezavare2 I wish Zeeworld wud take a break,808968011977752576
1027647201550454785,0,1027647201550454785,Can't wait for the premier league to start now. Don't give a fuck if we didn't sign anyone this window. We've got bags of talent already. Time for Jose to earn his crust and get the best out of them players. #mufc #united,229619277
1027647201550454785,1,1027674508088541184,@bozzy4 Great starting 11 you were supposed to be signing though. #fantasyfootball,883091982511476736
1027647143446831104,0,1027647143446831104,My Premier League prediction https://t.co/8PEAjapBXX,3100337397
1027647143446831104,1,1027651352732880896,@BrexitMaldini People aren’t predicting Leicester to finish high this year but this is our best squad in the last few years,730120076578402304
1027647143446831104,2,1027652741190086656,@Maguireet Probably because we lost Mahrez but we’ll still get top 10 100%. Just need a top 6 team to have a bad season and we get Europe,3100337397
1027647143446831104,3,1027653124750753795,@momentousmolla A draw would be a great result,3100337397
1027647088748896256,0,1027647088748896256,Premier League’s power shown by spending of clubs outside elite https://t.co/1pULFxvXOD By @david_conn,46403451
1027647088748896256,1,1027649096264376320,"@guardian_sport @david_conn I still don't understand the debate on which league is better. In the @premierleague, even those who are threatened by relegation splurge 50-60 mil a window which is unheard of in any other league. It strengthens the smaller teams which makes the league more competitive.",333384048
1027646962609344513,0,1027646962609344513,Should I write a premier league predictions article now that the transfer window is over?,2437291856
1027646962609344513,1,1027647530824347650,@CallumGHolder Bro I'll make it neutral,2437291856
1027646962609344513,2,1027650583514284033,@CPFC_Cal DEFINITELY,330449994
1027646962609344513,3,1027657683594354689,@LitLanzini I won't mate,2437291856
1027646908465139712,0,1027646908465139712,"From Liverpool's spending spree to Mourinho's meltdown: The winners and losers of the Premier League summer transfer window. #LFC #MUFC #CFC 

(By @petermstaunton)

Read here: https://t.co/ipr3e0za1d",26809005
1027646908465139712,2,1027669238549336064,"@goal @petermstaunton The EPL is tougher than ever. West Ham, Everton, Wolves all recruiting top players. Players who could play for a top 4 side in the other top leagues across Europe.",855636756
1027646898990211072,0,1027646898990211072,"Número de jogadores contratados

#PremierLeague

16 Brighton
12 Fulham
12 Wolves
10 West Ham
8 Huddersfield
7 Leicester
7 Newcastle
7 Watford
6 Cardiff
6 Everton
5 Arsenal
5 Southampton
4 Burnley
4 Chelsea
4 Liverpool
4 Man City
4 Palace
3 Bournemouth
3 Man Utd
0 Tottenham",28392786
1027646898990211072,3,1027739609529241601,@rocha_tamir @blogdocarlao Dalot lateral e Grant goleiro,965957045215219713
1027646897920589824,0,1027646897920589824,Sack whoever it was who decided that the Premier League season should open with Mourinho.,988555385215823873
1027646897920589824,1,1027647050756894720,@GraceOnFootball you won't be saying this when Maguire scores a last-minute equaliser and the camera pans to Jose's face,66573591
1027646897920589824,2,1027647142196862977,@GraceOnFootball this tweet had a bunch of superfluous words in between the start and the finish,19688483
1027646897920589824,3,1027647504228212736,@jair1970 I want him to stay forever. Just primarily in Saturday 3pm kickoffs.,988555385215823873
1027646897920589824,4,1027652630544297991,"@GraceOnFootball I dunno, Utd lose tomorrow and we'll see the darkest timeline for Jose yet",60350694
1027646897920589824,5,1027647946953773056,@GraceOnFootball few bigger games in world football than Man Utd at home to some other team,19688483
1027646881235709953,0,1027646881235709953,"From Liverpool's spending spree to Mourinho's meltdown: The winners and losers of the Premier League summer transfer window. #LFC #MUFC #CFC 

(By @petermstaunton)

Read here: https://t.co/2mIC26iZtV",73840916
1027646881235709953,1,1027647127290302464,@GoalUK @petermstaunton I don’t remember a melt down. He was very calm this Morning. You guys had the melt down and twitter 😎,1248426768
1027646881235709953,2,1027663253525028864,@GoalUK @petermstaunton Melt down?? U guys love to make something out of nothing,492664239
1027646851451891713,0,1027646851451891713,"That time of year again. Fantasy Premier League code is 2435205-841030 
Invite anyone you want, even your dog 🐕",95302889
1027646851451891713,1,1027685804049682432,"@beanbeanbie @CarloScarito No coincidence you mentioned me in the same thread as a dog, as in relation to football, I'm just as useful",2677799462
1027646851451891713,2,1027703282821750786,@beanbeanbie @FabbioScarito Fab is a dog,95302889
1027646793914429441,0,1027646793914429441,Martin O'Neil left on my wedding day....... But @JackGrealish1 is staying on my 8th anniversary. Premier league opening game on my 9th?? #Avfc,883356985466515457
1027646793914429441,1,1027647297872703488,@timhazelwood2 @JackGrealish1 You wish pal. More likely league 1 😘,213029671
1027646793914429441,2,1027649225390256128,@billybassett68 @JackGrealish1 Ha ha I thought that a few weeks ago but even if it is I did a few league 2 grounds with Bournemouth when they were there and all were good days out so wouldn't mind doing the rest,883356985466515457
1027646793914429441,3,1027991399164243973,@timhazelwood2 @JackGrealish1 What does Mrs Hazelwood think?,2349355000
1027646793914429441,4,1027991859803709441,@StephKAllen71 @JackGrealish1 She rolled her eyes... She stopped pretending she was interested in football about a minute after we were married,883356985466515457
1027646793914429441,5,1027665351503499264,@timhazelwood2 @JackGrealish1 Fingers crossed for you mate.👍,213029671
1027646793914429441,6,1027666139244056576,"@billybassett68 @JackGrealish1 Cheers, if I can't get villa away tickets in that league I could tag along with u lot or blues",883356985466515457
1027646793914429441,7,1027994232693444608,@timhazelwood2 @JackGrealish1 😂 We are very fickle!!..... until the World Cup of course! Can't beat a bit of Lineker ♥....,2349355000
1027646756832653313,0,1027646756832653313,Imagine not even being the best Columbian player to sign for a premier league club today,2766620877
1027646756832653313,1,1027647145967607808,@Philswagielka Honestly he’s so shit he’s far from second,2529157960
1027646443987890176,0,1027646443987890176,"Are you a fan of the Fantasy Premier League? Are you a Spurs fan? Join our #FPL and let's have fun. 

| #FPL | #THFC | @RickSpur |",821836138184867840
1027646443987890176,1,1027648652574171137,"Are you playing this season? I am yet to see any post from you regarding the #FPL 2018/2019 season. 

| @ColinUdoh |",821836138184867840
1027646443987890176,2,1029695552659832834,#NaijaSpursFPL | At the end of GW1 this is how teams have performed. The top 8 teams are: https://t.co/daII4lhggc,821836138184867840
1027646443987890176,5,1027945384625295360,@CalebSRH Were you asking me?,91551958
1027646443987890176,6,1027945460940591104,@ColinUdoh Yes Boss,821836138184867840
1027646443987890176,7,1027945885949456384,@CalebSRH My league is all set up and running,91551958
1027646443987890176,8,1027945983630602242,@ColinUdoh Plz can I have your code?,821836138184867840
1027646195727048704,0,1027646195727048704,"WIN 👉 Tunnel Club tickets to a Premier League match! 

➡ https://t.co/CDcLAcgsMh ⬅ #mancity https://t.co/K0jImzQNkD",14573900
1027646195727048704,1,1027646698313707520,@ManCity Citizens we are ready and we trust you will do it again this season we can't wait to see you in action this Sunday go city,1026523228854992896
1027646135790448641,0,1027646135790448641,Premier League’s financial power shown by spending of clubs outside elite | David Conn https://t.co/uzXYObvcFD,87818409
1027646135790448641,1,1027665288353988608,@guardian Stopped reading (and taking seriously) when the article stated that Liverpool finished third...😂🙈,191765559
1027646068182458368,0,1027646068182458368,"Can’t see any of today’s signings starting on Saturday vs Palace so I’m going with this starting XI:

Fabri, 
Christie, Chambers, Ream, Marchand McDonald, Seri
Schürrle, Cairney, Sessegnon
Mitrovic

#wereback #PremierLeague #FFC #COYW",184199913
1027646068182458368,1,1027648368527527936,@ryan_b86 I’ll take that 👌🏻,337781353
1027646032925155328,0,1027646032925155328,"The English Premier League is back.
God,please bless my bet slips✔
Amen.",881207613366706176
1027646032925155328,1,1027647596825862144,@ThisGuyRH Don't be selfish na. God bless our bet slips.,88677916
1027645845154476032,0,1027645845154476032,It’s less than 24 hours to the start of the Premier league meaning FANTASY PREMIER IS BACK!!! @Fentuo was cracking his brain earlier today trying to figure out his team. Fix yours and join the Citi Sports FPL #CitiSports https://t.co/wL1PXrbaVQ,311403972
1027645845154476032,1,1027663507251179520,@Dani77k @Fentuo Hope @Fentuo bought Arnautovic in his team,1436304722
1027645845154476032,2,1027687000823013382,@Dani77k @Fentuo What is the cities sports fpl code?,704333593838002176
1027645845154476032,3,1027728189207048193,@Dani77k @Fentuo Bro code exceeded charley any new one?,1313428375
1027645845154476032,4,1027826021104590849,@Dani77k @Fentuo Dan my replica jersey o. Am coming,961939475038392320
1027645845154476032,5,1027830148215779330,@Dani77k @Fentuo Look out for Subri Stars,132251993
1027645845154476032,6,1027849574885408768,@Dani77k @nathan_quao @Fentuo Where is the citi fantasy league website,4706678489
1027645845154476032,7,1027871738791698432,@Dani77k @Fentuo Is that the #WorldCup am seeing in the corner??? 😂😂😂,181906669
1027645845154476032,9,1027909727299223552,@Dani77k @Fentuo Guys...I've been having difficulty in joining the league for 3 days now. Asked @nathan_quao for help and he suggested servers might be down but still unable to join. Please help as this is the first time I'd be participating and really looking forward to it. Have to join today,1026765645365555200
1027645845154476032,10,1027911229724082177,@Dani77k @Fentuo Hahaha well how bout that? After moaning about not being able to join in suddenly it works n I'm in. Best of luck to you all. @nathan_quao chief I'm in now lol,1026765645365555200
1027645845154476032,11,1027666298501783553,@Fentuo @Dani77k Ok bro i believe he will score up to 15goals this season,1436304722
1027645780537081857,0,1027645780537081857,Join Lagos Premier League - my Fantasy Premier League private league. https://t.co/cJvowKVvFR,277247655
1027645780537081857,1,1027646047726784512,New Season!!! My league is still open if anyone's interested.,277247655
1027645777777242113,0,1027645777777242113,"Hope you've got your breath back! 

In case you missed anything, here's a recap of all the deals that were done by Premier League clubs on #DeadlineDay 

https://t.co/oDsNFCcD7y",15332636
1027645777777242113,1,1027655923093983232,@talkSPORT Bad window for young English players,350865374
1027645700316778496,0,1027645700316778496,"The #CoralMillion is BACK for the Premier League season!

1️⃣0️⃣Answer 10 questions correctly for your chance to win up to ONE MILLION POUNDS! 

💰£50,000 guaranteed runner-up cash prizes

@MrStephenHowson has his go here!

FREE to play here: https://t.co/39WN9IiDlv https://t.co/eAIrL4DskZ",47659350
1027645700316778496,1,1027651648959733760,@Coral @MrStephenHowson @Squaddie_199 this is your clubs spokesman.,757621046900035584
1027645694398656512,0,1027645694398656512,Everything you need to know ahead of the Premier League opener #mufc https://t.co/GssOXDN6i0,57299064
1027645692192284673,0,1027645692192284673,"Now #DeadlineDay is over, who wins the #PremierLeague? 👀🤔 https://t.co/PQj6ihcEJ2",761072954624966656
1027645692192284673,1,1027646305064177666,@shotongoal247 I think liverpool 👌,2242438120
1027645692192284673,2,1027647708327292929,@shotongoal247 Manchester City,1205988367
1027645422607585280,0,1027645422607585280,"King Cantona has spoken what else anyone wants? Get in lads, I am very sure with d current squad at Jose's disposal, Manchester United can win the Premier League. Not being delusional or impractical, but with the quality we have, definitely there is a chance. Let's go!🔴 #MUFC https://t.co/3Qd5DsC6Ot",2882401316
1027645422607585280,1,1027646611852337153,@GarryDevilDada We do have a squad that can win the league if José gets the best out of them.,264634427
1027645422607585280,2,1027646808233664513,@bumdel I am sure he will. Jose will be desperate to prove the critics wrong this year.,2882401316
1027645343180222466,0,1027645343180222466,"The way your Liverpool team set,  you should be winning the EPL, Carabao Cup, FA CUP, Champions League, Europa League, Laliga. Ligue 1, Copa Del ray, Seria A 🤪 chaley even the abandoned Ghana Premier League.",829438206777106437
1027645343180222466,1,1027646575449915393,@FelixRomark Agb3n3 oofite niii3 koraaa!!! M33 Ghana league. @esikyire come and tell him something for me.,732625658
1027645277849575424,0,1027645277849575424,U know that feeling when u go into another season of football and u just know ur team isn’t gonna do jack shit so... Congratulations @ManCity on being the 2018-2019 premier league champions!,883350889775325184
1027645188401901573,0,1027645188401901573,"🔴 MAN UTD PRICE BOOST 🔴

Get 30/1 on Jose Mourinho's to beat Leicester in tomorrow's Premier League opener!

➡ https://t.co/IUGnKvaX0t

🚨18+ Only, T&amp;C Apply 🔞

#MUFC #MUNLEI 💷⚽🏆 https://t.co/3ihh1neIYX",759722612
1027645188401901573,1,1027651228589875201,@footballtips @manutd 2:0 Leicester,4897003437
1027644943815372800,0,1027644943815372800,#YourOdds newcastle to finish above Man Utd in the premier league 2018/19 season,2752718854
1027644943815372800,1,1027816827622252544,@StevenShadforth #YourOdds are 5/1. To place this please DM us your username and stake.,16667278
1027644858595516423,0,1027644858595516423,Congratulations to these two and everyone behind the scenes for the most successful transfer window in Premier League history #ffc @TonyKhan @FulhamFC https://t.co/O1zINvFIE8,833475850951655424
1027644858595516423,1,1027792750274666496,@bytheriver1879 @TonyKhan @FulhamFC Unbelievable. The Khans. The freedom of the London Borough of Hammersmith and Fulham awaits you guys. Well done. It is amazing what you're doing for our wonderful club @FulhamFC #COYW,2189418142
1027644796251385858,0,1027644796251385858,"I want Liverpool to win the premier league this season. 

PS. Coming from a Barcelona fan",184954350
1027644796251385858,1,1027645344866295809,@Frydezy I use to be an arsenal fan... 😂😂😂,184954350
1027644796251385858,3,1027646651127746561,@kunle_pata I want anybody but barca to win la Liga this year,131185395
1027644796251385858,4,1027646962005364737,@donelvis Bro. You know la liga is no longer a problem for us. We need to lift the champions league.,184954350
1027644796251385858,5,1027657209176633345,@kunle_pata My friend will you disappear right now 🙄,233487427
1027644796251385858,6,1027647529318535173,@Frydezy I loved on. I was heartbroken throughout my life as a fan.,184954350
1027644658380357632,0,1027644658380357632,"2018-19 Premier League predictions:

1. Man City
2. Liverpool
3. Man Utd
4. Chelsea
5. Spurs
6. Arsenal
7. West Ham
...
18. Watford
19. Huddersfield
20. Cardiff

Top scorer: Salah
Most assists: de Bruyne
To surprise: Fulham
To struggle: Southampton
First sacked: Gracia

@KieranW5",96817580
